time,swell_height,z,eastward_velocity,upward_velocity,northward_velocity,moles_of_oxygen_per_unit_mass,density,electrical_conductivity,pressure,practical_salinity,temperature,flubsct,cdomflo,mass_concentration_of_chlorophyll_a,downwelling_photosynthetic_photon_flux
2020-09-09T21:09:00Z,0.87,-407.0,-1.833293E-4,-0.1518994723,0.0029168607,182.9789727646,1029.4183399891,35.2647714286,410.2320408163,35.0967471621,6.6819755102,0.001087308,0.8432,0.0,1.0088768096
2020-09-10T03:09:00Z,0.77,-124.0,-0.2379417308,0.087362333,-0.1418139922,158.4696756135,1027.3125599336,42.8092952381,124.5523809524,35.7401275536,14.0236,7.940284E-4,0.8432,0.0,-0.0398515892
2020-09-10T09:09:00Z,0.68,-409.0,-0.0827132241,-0.1018123217,-0.0324878647,182.0640056502,1029.4239238691,35.2985265306,412.2834693878,35.0982680783,6.7160959184,0.0012002479,0.8432,0.0106,0.5893855701
2020-09-10T15:09:00Z,0.78,-142.0,-0.0690343864,0.0266862349,-0.122986285,146.1827533173,1027.5218616255,41.6881342857,142.7045714286,35.6295671953,13.0003,7.939928E-4,0.8432,0.0,1.2186227294
2020-09-10T21:09:00Z,0.67,-406.0,-0.1413973061,-0.0221740209,0.0369928493,187.702455444,1029.442323422,35.0490612245,410.0318367347,35.0873225141,6.4570489796,0.0017649195,0.9486,0.0,-0.6690888484
2020-09-11T03:09:00Z,0.77,-148.0,-0.1384121943,0.0661773235,0.1685139045,141.40624442,1027.5861982246,41.2239242424,148.7612121212,35.5699892555,12.5879787879,8.165728E-4,0.9486,0.0106,-1.0885803379
2020-09-11T09:09:00Z,0.86,-408.0,-0.1548268145,-0.088771726,0.1008380647,189.1996929498,1029.4528230649,34.9952102041,411.1102040816,35.0842829395,6.4009285714,0.0018326721,0.8959,-0.0106,1.0088768096
2020-09-11T15:09:00Z,1.62,-201.0,-0.0930939722,0.2542819609,0.0504301596,130.9490728529,1028.0463471946,39.1740857143,202.2178571429,35.3771364264,10.6518714286,8.84248E-4,0.8959,0.0,0.5893855701
2020-09-11T21:09:00Z,1.34,-411.0,-0.1654099135,0.0793711547,-0.0810827547,191.4190649988,1029.4832505921,34.8890565217,414.707826087,35.0815346016,6.2863173913,0.0020359501,0.8959,0.0106,-0.2495974089
2020-09-12T03:09:00Z,1.15,-267.0,-0.1209485347,0.061789047,0.0402291587,143.9994115522,1028.5466153557,37.1614061224,269.2675510204,35.1956548845,8.6880571429,7.712095E-4,1.0013,0.0,-0.8788345682
2020-09-12T09:09:00Z,0.96,-409.0,-0.033859337,-0.1012605023,-0.0362493872,189.540509191,1029.4722973885,34.9160510204,412.7718367347,35.0838583808,6.3143918367,9.51759E-4,0.8432,0.0,2.0576054084
2020-09-12T15:09:00Z,0.87,-265.0,-0.1034257208,0.0244775103,-0.0194898033,145.9979236976,1028.5504505423,37.066764,267.3694,35.191649409,8.59235,7.937934E-4,0.8432,0.0106,-0.6690888484
2020-09-12T21:09:00Z,0.91,-410.0,-0.0483158782,-0.0478855509,0.0839249669,192.7248074041,1029.4812336324,34.861672,413.1984,35.0823814269,6.256406,0.0014938481,1.1067,0.0,-0.6690888484
2020-09-13T03:09:00Z,1.00,-245.0,-0.0778253548,0.0333252053,-0.0502045769,139.9145514464,1028.4108778464,37.4897734694,247.0391836735,35.2210122801,9.0215326531,8.841603E-4,0.8432,0.0,-0.0398515892
2020-09-13T09:09:00Z,1.04,-409.0,-0.0606271111,0.0240306002,8.607226E-4,191.9949716446,1029.4819362485,34.8249408163,412.5918367347,35.0801124056,6.2188918367,0.001606785,0.9486,0.0,-0.8788345682
2020-09-13T15:09:00Z,1.28,-238.0,-0.0290693318,0.0370007761,0.0422850404,132.3806644351,1028.3065349082,38.2007916667,240.1625,35.2783882551,9.71695,8.390316E-4,0.7378,0.0106,-0.2495974089
2020-09-13T21:09:00Z,1.42,-408.0,7.379448E-4,-0.0397952755,-0.0939914321,197.4247483672,1029.4944992194,34.6577229167,411.2004166667,35.0732551844,6.04385625,0.0012001981,1.054,0.0106,2.0576054084
2020-09-14T03:09:00Z,1.48,-175.0,0.1012910093,-0.151262393,0.0492475871,133.7127992095,1027.8235153616,40.3271173913,176.0343478261,35.5011907149,11.7286391304,7.713557E-4,0.7905,-0.0106,-0.8788345682
2020-09-14T09:09:00Z,1.23,-407.0,0.0831056048,-0.0308210534,0.0223293104,193.2311629334,1029.4821221866,34.7491979592,410.6985714286,35.0773409584,6.1399428571,0.0018552454,0.8959,0.0106,0.5893855701
2020-09-14T15:09:00Z,1.29,-190.0,-0.0392106444,0.0428105868,0.0381227474,130.0814585288,1027.9352052868,39.83696875,191.2360416667,35.4457451155,11.2737375,8.391041E-4,0.7905,-0.0106,1.0088768096
2020-09-14T21:09:00Z,1.39,-408.0,-0.0571148375,-0.081283955,0.1060039268,194.1379539771,1029.4818238179,34.7935142857,411.5412244898,35.0800792522,6.1851877551,0.0015616088,0.7905,0.0106,0.1698939306
2020-09-15T03:09:00Z,2.45,-245.0,-0.0322845527,-0.0072043558,-5.322606E-4,139.7570596042,1028.3984644243,37.6588125,246.8072916667,35.2405204728,9.1807916667,9.745265E-4,0.9486,-0.0106,-0.0398515892
2020-09-15T09:09:00Z,1.56,-410.0,-0.0302332784,0.0066033453,0.0750258762,197.8526863188,1029.5089752679,34.6510979592,413.7204081633,35.0752113608,6.0334938776,0.001358307,0.8959,-0.0212,0.3796398503
2020-09-15T15:09:00Z,2.11,-262.0,0.0632961756,-0.0213286101,-0.0328310165,142.8364905465,1028.4995567767,37.4960897959,264.4467346939,35.2311759696,9.0096387755,0.0011100417,0.8432,-0.0106,-1.2983260577
2020-09-15T21:09:00Z,1.35,-409.0,-0.0521244048,0.074757896,0.1204053839,194.2126235797,1029.4931130813,34.7606755102,412.9248979592,35.0799642948,6.148822449,0.0010195045,0.7905,0.0212,-1.0885803379
2020-09-16T03:09:00Z,1.20,-200.0,-0.0356900208,0.0582631437,0.005415009,133.1973436159,1028.0306575965,39.382918,202.0604,35.4027743278,10.842626,0.0011327156,0.9486,0.0106,-0.8788345682
2020-09-16T09:09:00Z,1.12,-408.0,-0.076981977,0.0276001808,0.0708916654,192.006955536,1029.4746709038,34.8792387755,411.9067346939,35.0846594235,6.2739530612,0.0010195152,0.8959,-0.0106,-0.8788345682
2020-09-16T15:09:00Z,1.64,-137.0,-0.0549064303,0.0106523673,-0.0382057369,143.7077088898,1027.5035943035,41.8981285714,138.032244898,35.6766557356,13.1654693878,7.714045E-4,1.0013,-0.0318,-0.8788345682
2020-09-16T21:09:00Z,1.68,-407.0,-0.0130726371,-0.0136441666,0.1000424988,186.6376459782,1029.4393522603,35.12223,410.649,35.0932954099,6.530428,0.0014486961,0.8432,0.0212,0.3796398503
2020-09-17T03:09:00Z,1.53,-225.0,-0.1211248474,-0.04132529,-0.0549842898,137.5447494027,1028.2492180481,38.250075,226.440625,35.2937746225,9.75955625,0.0013811259,0.8959,-0.0212,0.3796398503
2020-09-17T09:09:00Z,1.31,-408.0,-0.1108960766,-0.0756749057,-0.0422683226,179.0233023904,1029.4106517648,35.41476875,411.80875,35.1061271631,6.83458125,0.0012228372,0.9486,0.0106,0.7991312898
2020-09-17T15:09:00Z,1.16,-142.0,-0.1437485785,-0.0417963276,0.0712346383,142.0319026533,1027.5508833873,41.616856,143.4068,35.6407246794,12.9157,7.488074E-4,0.7905,0.0,0.7991312898
2020-09-17T21:09:00Z,0.92,-408.0,-0.1427439677,-0.0600636685,0.0753152526,176.2476607589,1029.3985401867,35.5106061224,411.6187755102,35.1104514379,6.9341591837,0.0017649464,0.8432,0.0106,-0.6690888484
2020-09-18T03:09:00Z,1.17,-120.0,-0.0700874328,-0.1812728758,0.1051603362,154.7743704192,1027.3264650654,42.640082,121.0904,35.7334726951,13.862044,7.714324E-4,0.9486,-0.0106,0.1698939306
2020-09-18T09:09:00Z,1.68,-409.0,-0.1389971044,0.0955733662,0.3986538164,185.3975841917,1029.4448039363,35.1541571429,412.6479591837,35.0945688131,6.5628857143,0.0016068074,0.8959,0.0106,-0.4593431287
2020-09-18T15:09:00Z,1.81,-275.0,-0.0507892413,0.0962513588,-0.0488963138,144.2324567955,1028.5541069093,37.5636979167,277.3689583333,35.2385814352,9.0675729167,9.293373E-4,0.7905,0.0,-0.8788345682
2020-09-18T21:09:00Z,1.72,-413.0,-0.1273653864,0.0060053531,0.1483429587,187.7335953127,1029.4748139889,35.0586,416.4891666667,35.0917481123,6.4599541667,0.0016971602,0.9486,-0.0318,0.1698939306
2020-09-19T03:09:00Z,1.81,-269.0,-0.0726883188,0.008342108,0.0130625999,145.6664184143,1028.5568124195,37.2023938776,270.9063265306,35.2059701278,8.7204428571,8.615633E-4,0.9486,0.0106,2.4770972478
2020-09-19T09:09:00Z,2.49,-412.0,-0.190620228,0.0053988305,0.057566143,178.0274143451,1029.4165593226,35.522377551,415.4732653061,35.1127102365,6.9428061224,0.0011776704,0.8959,0.0,-0.4593431287
2020-09-19T15:09:00Z,1.85,-261.0,-0.1631710403,-0.1076956633,0.1092135545,146.0246399065,1028.5318336253,37.1120041667,263.5504166667,35.1988378983,8.6350708333,0.0011100234,0.8432,0.0318,-0.0398515892
2020-09-19T21:09:00Z,1.30,-412.0,-0.1293217218,0.0150563766,0.0550431902,176.7588342606,1029.4110130567,35.5808387755,415.7097959184,35.1156366723,7.0030326531,0.0011776733,0.8959,0.0106,-0.6690888484
2020-09-20T03:09:00Z,1.61,-263.0,-0.2020797883,0.013307958,-0.0120248941,142.5418138837,1028.4830801071,37.6632533333,264.7656666667,35.2434382764,9.1739766667,9.067659E-4,0.7905,0.0,0.5893855701
2020-09-20T09:09:00Z,1.73,-412.0,-0.1614928461,0.006847335,0.0760201503,179.6078103088,1029.4296949102,35.4339346939,416.0573469388,35.1087753537,6.8506755102,0.0020811646,0.8432,0.0106,0.3796398503
2020-09-20T15:09:00Z,1.74,-257.0,-0.1230882278,-0.0761208577,0.12289001,140.9796784237,1028.4411804843,37.8417166667,259.3064583333,35.2592666069,9.3490416667,0.0011326445,0.8432,0.0106,1.8478600886
2020-09-20T21:09:00Z,1.41,-411.0,-0.3080184889,0.0099691909,-1.659283E-4,176.9684200195,1029.4052360537,35.5754291667,414.3822916667,35.1150874798,6.9983625,0.0013357913,0.8432,0.0106,-1.0885803379
2020-09-29T03:09:00Z,0.98,-244.0,-0.3200098206,0.0638052474,0.0797307633,141.1606563022,1027.9884553421,39.721914,199.9154,35.4366823627,11.16005,9.565881E-4,0.80104,0.00212,0.0440465588
2020-09-30T09:09:00Z,1.74,-412.0,-0.1144014729,-0.0097650413,-0.0436530036,171.3960219743,1029.3836899838,35.7783395833,415.361875,35.1222602951,7.2099666667,0.0011776887,0.9486,0.0,-0.0398515892
2020-09-30T15:09:00Z,2.51,-245.0,-0.1245263659,0.0059005736,-0.0108755167,145.6141031391,1028.5975209758,37.6349,287.5904081633,35.248087587,9.128422449,8.61586E-4,0.8959,0.0,1.0088768096
2020-09-30T21:09:00Z,1.99,-412.0,-0.2168524668,0.015133307,-0.0926937531,166.9139008611,1029.3591005225,36.0849833333,417.1770833333,35.1408178812,7.5210375,0.001584284,1.0013,0.0,0.3796398503
2020-10-01T03:09:00Z,1.42,-240.0,-0.2873892672,0.0767459932,0.1318485216,135.6649217015,1027.6762061354,41.8040795918,172.6167346939,35.6724043285,13.0587918367,9.068386E-4,0.76942,0.0106,-0.207648275
2020-10-01T09:09:00Z,1.83,-410.0,-0.312426822,0.0957422158,-0.0328937125,151.1832846533,1029.2558605603,36.9080489796,417.1926530612,35.1794192856,8.3640020408,0.0011099974,0.8959,-0.0106,-0.4593431287
2020-10-01T15:09:00Z,1.49,-241.0,-0.601174416,0.0736459703,0.1097918221,171.4217532519,1027.0782677376,43.1916173913,103.692173913,35.6836206977,14.4782130435,9.069882E-4,0.8432,0.0106,-0.2495974089
2020-10-01T21:09:00Z,1.54,-410.0,-0.4054646026,-0.1055186742,-0.0674101946,147.6437155672,1028.8927397197,37.3495125,346.93,35.2184987072,8.8277625,0.0017198882,0.9486,0.0212,0.3796398503
2020-10-02T03:09:00Z,1.16,-233.0,-0.4128244698,-0.0531527714,0.0012889494,135.5003427034,1027.541850966,42.114166,149.3432,35.7089471722,13.344648,8.843448E-4,0.8432,0.0212,-1.2983260577
2020-10-02T09:09:00Z,1.09,-412.0,-0.2905736393,-0.0011162241,0.0522563828,151.6372343005,1029.2185318922,37.0118428571,410.5951020408,35.1910885759,8.4660591837,0.0014262271,0.8432,0.0106,-0.6690888484
2020-10-02T15:09:00Z,0.71,-233.0,-0.402690427,0.0126558157,0.1224773987,172.7958656147,1026.8784962664,43.7167367347,84.24,35.6876249329,15.0086714286,9.747708E-4,0.76415,0.1219,1.8478599886
2020-10-02T21:09:00Z,0.90,-408.0,-0.4131533921,0.0355094103,0.0547068799,151.0734822475,1029.1657252586,36.9204875,397.7945833333,35.1806396761,8.3852791667,0.0026911243,0.8432,-0.0106,-0.0398515892
2020-10-03T03:09:00Z,0.90,-236.0,-0.2142902389,-0.2951096437,0.0162179201,156.1736692734,1027.3197056603,42.7354166667,123.8041666667,35.7348084921,13.9553416667,7.398763E-4,0.77996,0.00636,0.0859958027
2020-10-03T09:09:00Z,0.59,-408.0,-0.4887671248,0.0242262116,0.0398427121,149.7941231194,1029.1625626989,36.9379791667,398.3054166667,35.1780198513,8.4063166667,0.0027137153,0.8959,0.0,-0.0398515892
2020-10-03T15:09:00Z,0.51,-160.0,-0.2961954972,-0.1026894235,0.1037437278,149.7686894088,1027.4763472958,42.6360645833,150.0614583333,35.7509813902,13.8260458333,7.262527E-4,0.7905,0.0,-0.2495973839
2020-10-03T21:09:00Z,0.47,-407.0,-0.3762412965,0.011893671,0.0011581174,151.181618551,1029.2244386707,36.816625,409.33125,35.1676286376,8.2820166667,0.0023523144,0.9486,0.0,0.1698939306
2020-10-04T03:09:00Z,0.55,-185.0,-0.1949217091,0.0513220889,0.0102074881,139.1321181008,1027.7264950558,41.343575,174.75375,35.6171155891,12.6481958333,7.262103E-4,0.7905,0.0,-0.8788345682
2020-10-04T09:09:00Z,0.56,-408.0,-0.3932348852,0.069898736,-0.0994636147,149.5536863293,1029.2400340491,36.8672521739,414.1634782609,35.1699077438,8.3314652174,0.0022845512,0.9486,0.0,-0.6690888484
2020-10-04T15:09:00Z,0.52,-142.0,-0.0371484654,0.0180208519,-0.0903162013,148.2025877813,1027.4659602638,42.4029083333,146.20375,35.7083549093,13.6384458333,7.941779E-4,0.83266,-0.00636,0.2118432745
2020-10-04T21:09:00Z,0.43,-408.0,-0.2189108359,-0.0412127729,-0.0222490159,152.3974018118,1029.2682558872,36.7127583333,415.6029166667,35.164558332,8.1711541667,0.0021715997,0.8959,0.0,-0.2495974089
2020-10-05T03:09:00Z,0.45,-132.0,-0.2891267037,0.0032513682,0.1609385371,125.544109629,1028.2940481472,38.7692416667,252.9895833333,35.3135033911,10.2711166667,7.938864E-4,0.8432,0.0106,-0.4593431287
2020-10-05T09:09:00Z,0.69,-411.0,-0.1648538821,0.0041814262,-0.0399365788,158.041198967,1029.3149627869,36.3513458333,415.8945833333,35.1474630725,7.8011291667,0.0015843147,0.9486,0.0106,-0.0398515892
2020-10-05T15:09:00Z,1.23,-196.0,-0.1978105742,0.226288215,0.1017652453,125.732981609,1028.1601619443,39.2610304348,231.4713043478,35.3733331238,10.7325782609,7.487221E-4,0.7378,0.0,-1.5080718024
2020-10-05T21:09:00Z,1.07,-412.0,-0.0619375634,-7.893056E-4,-0.0208435287,160.7518559492,1029.3154881503,36.2765458333,414.0033333333,35.1439199092,7.7253,0.0014668322,0.8432,0.00848,-0.5851905605
2020-10-06T03:09:00Z,0.94,-185.0,-0.2489351114,0.1506615281,0.0336205438,126.2709134925,1028.0082680987,39.7794375,206.5625,35.4372705245,11.2158791667,7.487457E-4,0.7378,-0.0106,0.3796398503
2020-10-06T09:09:00Z,0.93,-411.0,-0.1240923162,0.0033458055,-0.0193504743,162.2880027008,1029.305081186,36.24625,410.85625,35.142870039,7.6953291667,0.0012680779,0.7905,0.0318,-0.2495974089
2020-10-06T15:09:00Z,0.96,-199.0,-0.0206987707,-0.0337812826,-0.0371094447,127.1408093736,1027.9781232448,39.99155,203.9445833333,35.4611431987,11.4115354167,9.068871E-4,0.7905,0.0,-0.4593431287
2020-10-06T21:09:00Z,1.63,-410.0,1.304846E-4,0.0087539176,-0.1918275614,157.623685758,1029.2712152786,36.4963347826,409.9282608696,35.1561861973,7.9506913043,0.0012229109,0.9486,-0.0106,-0.0398515892
2020-10-07T03:09:00Z,1.41,-182.0,-0.1317670572,-0.0426189669,0.0386593615,125.8221251148,1028.3235428358,38.1451125,247.6620833333,35.2495412779,9.6842625,7.757618E-4,0.86428,0.00636,0.0440465588
2020-10-07T09:09:00Z,1.40,-413.0,-0.0661486049,-0.0223397102,-0.0084285455,159.1947859998,1029.2984733665,36.3414958333,411.1304166667,35.1514941024,7.7888333333,0.0012680816,0.9486,0.0212,0.5893855701
2020-10-07T15:09:00Z,1.49,-215.0,0.0159389384,-0.2177585596,0.5077344268,126.6629572446,1028.2808422952,38.6214555556,246.57,35.3016963752,10.1315777778,8.390466E-4,0.8959,0.0,0.1698939306
2020-10-07T21:09:00Z,1.50,-414.0,0.0083503828,-0.0013557509,-0.0831612873,156.0777417095,1029.2785830058,36.5405857143,412.6906122449,35.1584973862,7.994444898,0.0012861112,0.86428,-0.00848,-0.0398516892
2020-10-08T03:09:00Z,1.74,-198.0,-0.039579285,0.0524433741,-0.0084216404,125.2797646985,1028.1464096383,39.6466,235.0669565217,35.4186995097,11.0843086957,9.294448E-4,0.7905,0.0106,-0.0398515892
2020-10-08T09:09:00Z,1.81,-412.0,0.131577181,-0.002486399,-0.0960512519,159.9966044438,1029.3056309905,36.335125,413.22875,35.147687878,7.7847833333,0.001381018,0.8432,0.0106,0.3796398503
2020-10-08T15:09:00Z,1.88,-204.0,0.0224272704,-0.0532040976,0.0647194401,124.7136151534,1028.3460270201,38.5708125,260.8445833333,35.2915965142,10.0821541667,8.480347E-4,0.85374,0.00636,0.5054872422
2020-10-08T21:09:00Z,1.54,-412.0,0.1376390512,0.0088725856,-0.0016431706,163.2391253484,1029.3274774921,36.0986,411.8358333333,35.1357357559,7.5432875,0.0016249513,0.88536,0.00212,0.631334674
2020-10-09T03:09:00Z,1.52,-215.0,-0.0884610303,0.0093171393,0.0509209017,125.7607793762,1028.2551926421,39.4502666667,255.6833333333,35.3945038531,10.8960777778,7.939057E-4,0.9486,0.0,-0.4593431287
2020-10-09T09:09:00Z,1.46,-412.0,0.0522101239,0.0050420619,0.0047611366,160.5073544133,1029.307338608,36.2336565217,410.762173913,35.1434954135,7.6812304348,0.0013810211,0.7905,-0.0106,1.8478600886
2020-10-09T15:09:00Z,0.88,-285.0,-0.2623371923,-0.2541915736,0.0366538392,126.9271723291,1028.0686593221,40.2271375,228.435,35.4868303571,11.61638125,8.391119E-4,0.8432,0.0,1.6381143688
2020-10-09T21:09:00Z,0.63,-414.0,0.0970179804,4.116322E-4,-0.0042909967,156.417845374,1029.2833418103,36.3884583333,409.8995833333,35.1498279441,7.8414458333,0.0015752478,0.85374,0.0106,0.1279449266
2020-10-10T03:09:00Z,1.03,-171.0,-0.0300925961,0.1308856338,0.1376075569,124.9524202708,1028.1610928621,39.698,239.1,35.4250973083,11.1290458333,7.939198E-4,0.7378,0.0,0.5893855701
2020-10-10T09:09:00Z,1.24,-414.0,0.069246522,0.0054968937,0.0634181769,161.1663363327,1029.3125516074,36.1871145833,410.7052083333,35.1410571473,7.6336895833,0.0013494154,0.85374,0.00212,0.2118432545
2020-10-10T15:09:00Z,1.82,-103.0,-0.1102498866,-0.0616760301,0.0946032202,138.0281364606,1027.7173259379,42.0894130435,188.227826087,35.7025441079,13.3086956522,7.714111E-4,0.8432,-0.0106,-0.8788345682
2020-10-10T21:09:00Z,1.79,-344.0,0.057349358,0.003253842,0.0305866642,164.582286581,1029.3392888212,35.94345,410.52625,35.1274661691,7.3851375,0.0016746846,0.90644,-0.00212,0.5054872022
2020-10-11T03:09:00Z,1.77,-148.0,-0.0485332327,0.021846054,-0.026815314,130.8167126737,1028.1071112083,40.3329434783,239.6234782609,35.4954117497,11.7112043478,0.0011101631,0.7905,0.0106,-1.5080718024
2020-10-11T09:09:00Z,0.91,-407.0,0.0599106114,0.0064244466,0.0611249808,157.0454438976,1029.298261409,36.3421875,411.73625,35.1484202822,7.7923458333,0.0010648005,0.8432,0.0106,1.0088768096
2020-10-11T15:09:00Z,1.42,-84.0,-0.0200486405,-0.0015858467,0.0586371215,128.0616617059,1028.1649356157,39.8660583333,242.7075,35.4457857743,11.2798083333,0.0013132569,0.81158,0.0,-0.2495974239
2020-10-11T21:09:00Z,1.03,-394.0,-0.0220873483,0.0308099951,0.199368364,162.5612168461,1029.3265909746,36.2063217391,414.437826087,35.1411097832,7.6524782609,0.001141594,0.85374,0.00636,-0.165699061
2020-10-12T03:09:00Z,1.01,-123.0,-0.1062191953,0.0111899488,-0.0444131153,128.2199983136,1028.2587377449,39.9195166667,264.82875,35.4491022178,11.3213583333,0.001132736,0.7905,0.0318,-0.8788345682
2020-10-12T09:09:00Z,1.18,-395.0,-0.0415735553,-0.0016642088,0.1642802342,163.5636055033,1029.3273456777,36.1738166667,413.9958333333,35.1383084279,7.62055,0.0012906729,0.8959,-0.0212,-0.8788345682
2020-10-12T15:09:00Z,1.25,-149.0,-0.0170200618,0.0378642499,0.1051523416,127.5410053273,1028.3653139051,38.8059791667,267.2395833333,35.3268495748,10.2891083333,8.982266E-4,0.83266,0.00212,-0.3334956768
2020-10-12T21:09:00Z,1.22,-406.0,-0.0843411721,-0.0162258378,0.066308469,158.9631890057,1029.2989769551,36.4018625,413.22,35.1526097711,7.8514541667,0.0013584337,0.8959,0.0,-0.4593431287
2020-10-13T03:09:00Z,1.65,-173.0,0.0822598788,-0.287649749,0.1178182846,127.7340430575,1028.3215413255,38.9021608696,259.2639130435,35.3381215643,10.3817608696,8.164719E-4,0.7378,-0.0106,0.3796398503
2020-10-13T09:09:00Z,1.79,-411.0,-0.1179851386,-0.0518727593,0.0171839314,168.3936617869,1029.3621208806,35.9326208333,414.8170833333,35.1288285602,7.3700583333,0.0016972167,0.8432,0.0212,-1.2983260577
2020-10-13T15:09:00Z,2.52,-145.0,0.0791644368,0.0086161041,0.0772770219,128.2705029301,1028.2440247159,39.2381041667,248.2954166667,35.3758558379,10.6982333333,0.0012456482,0.7905,-0.0106,-0.4593431287
2020-10-13T21:09:00Z,2.62,-412.0,-0.0434330579,0.0525370177,0.0745843,171.0341861962,1029.3651196411,35.7735458333,411.753125,35.1193647309,7.20939375,0.0012002833,0.7905,0.0,-0.6690888484
2020-10-14T03:09:00Z,2.42,-251.0,-0.0270035278,0.014222716,-0.0356767907,128.7188456807,1028.0612213977,40.2633,227.4266666667,35.491268365,11.6494666667,8.842882E-4,0.8959,0.0,0.3796398503
2020-10-14T09:09:00Z,1.79,-412.0,0.0215011471,-0.017032324,0.1535300242,174.9115702542,1029.3914589313,35.5968826087,412.8195652174,35.1117305575,7.0256173913,0.001109914,0.9486,0.0212,1.2186227294
2020-10-14T15:09:00Z,1.31,-230.0,-0.0504756415,0.0054209242,-0.0505509272,129.3711985911,1028.4162004302,38.1194458333,265.54875,35.255629642,9.6425541667,0.0012455959,0.9486,-0.0106,-0.6690888484
2020-10-14T21:09:00Z,0.98,-410.0,0.0247745364,-0.0902641839,0.0046925939,177.5663242746,1029.4045428869,35.4354854167,411.4716666667,35.104768638,6.8585104167,9.65351E-4,0.8432,-0.0106,0.3796398303
2020-10-15T03:09:00Z,0.94,-205.0,0.2129601375,-0.1743138966,0.0290953983,143.6057689426,1027.5305100867,42.7260541667,160.9329166667,35.7751113948,13.8857875,7.488377E-4,0.7905,0.0212,-0.6690888484
2020-10-15T09:09:00Z,0.80,-407.0,-0.0189815542,-0.0027368304,0.0806608947,181.1745538868,1029.4165122342,35.29605,410.5677083333,35.0984065924,6.7141083333,0.0010195469,0.8432,0.0106,0.1698939306
2020-10-15T15:09:00Z,0.98,-202.0,0.1229207266,-0.0089204976,-0.0286301922,169.9760095728,1027.0650030267,43.5478304348,119.0982608696,35.6789286233,14.833473913,9.747661E-4,0.7378,0.0424,0.1698939306
2020-10-15T21:09:00Z,1.66,-406.0,0.1629948506,-0.130784917,0.0568249198,180.8178600396,1029.4173804104,35.3509375,412.1479166667,35.1008014787,6.7704916667,8.117631E-4,0.85374,0.00848,-0.1237499171
2020-10-16T03:09:00Z,1.65,-246.0,0.1334850422,-0.1594002247,-0.0124191381,127.5082146345,1028.0986162825,40.0634875,231.936875,35.4680124566,11.46563125,9.746285E-4,0.6851,0.0212,-0.2495974089
2020-10-16T09:09:00Z,1.43,-408.0,0.1089074863,0.0392215951,0.2545036002,168.0203429896,1029.3447732155,35.9647875,412.0445833333,35.1295940248,7.4052791667,0.0026007297,0.7905,0.0106,0.5893855701
2020-10-16T15:09:00Z,1.38,-245.0,0.2115741917,0.0591081213,-8.297479E-4,128.546511929,1028.1267877519,39.61135,229.395,35.4181812131,11.05095,7.713349E-4,0.7905,0.0,-1.0885803379
2020-10-16T21:09:00Z,1.12,-409.0,0.1112092322,0.0918182616,0.0147839997,165.9222682194,1029.3435624542,35.8946695652,410.2147826087,35.1250224902,7.3351521739,0.0019727874,0.86428,0.00424,-0.165699121
2020-10-17T03:09:00Z,0.90,-233.0,0.1575672418,0.0435408771,0.12300955,138.4428441577,1027.7189693476,42.0517137931,187.0679310345,35.7015189463,13.272162069,8.434148E-4,0.7905,0.00636,-0.165699111
2020-10-17T09:09:00Z,1.91,-410.0,0.079576153,-0.0818276628,0.0298804558,163.5394005993,1029.3346046568,36.0559291667,412.5375,35.1323524252,7.5004083333,0.0011551233,0.8959,0.0106,-0.8788345682
2020-10-17T15:09:00Z,1.86,-259.0,0.1535392298,-0.1582984874,9.374333E-4,127.4729734841,1028.2596007689,39.1060833333,249.2991666667,35.3612082771,10.5753916667,7.713146E-4,0.9486,0.0106,0.7991312898
2020-10-17T21:09:00Z,1.18,-408.0,-0.0727574279,-0.1057943871,0.0157151057,156.6150513388,1029.2906034031,36.47,413.4891666667,35.1546363413,7.922325,0.0017469466,0.8959,-0.00212,-0.4593431037
2020-10-18T03:09:00Z,0.46,-254.0,-0.0780243985,0.0301052062,-0.0075021316,128.1333449521,1028.0160746893,40.562448,222.8618,35.5273892175,11.92144,7.713604E-4,0.7905,-0.0106,-0.4593431287
2020-10-18T09:09:00Z,0.34,-407.0,-0.1443351099,0.0162222664,-0.0210014465,163.642544198,1029.3219068357,36.21133,413.1786,35.1431900115,7.656396,0.0018372833,0.86428,0.00636,-0.1237499271
2020-10-18T15:09:00Z,0.37,-227.0,0.0501724016,-0.0384667892,-0.0350042876,126.9178648134,1028.2963030983,39.0700625,257.3691666667,35.3538660148,10.5416375,0.0012004729,0.9486,0.0212,-0.8788345682
2020-10-18T21:09:00Z,0.59,-406.0,-0.181366461,-0.0979225006,-0.0269412756,156.4248886476,1029.275673855,36.5708291667,412.2720833333,35.1629194868,8.0226,0.0016068916,0.88536,0.00848,-0.3334956868
2020-10-19T03:09:00Z,0.71,-237.0,-0.0209308463,-0.1546293465,0.0023447515,130.0257933443,1028.0587539363,39.9963791667,222.6116666667,35.4572940406,11.4118541667,0.0016748443,0.8959,-0.0106,1.0088768096
2020-10-19T09:09:00Z,0.76,-407.0,-0.2490863604,-0.1395061216,-0.0301950824,155.9378507935,1029.2717035604,36.6048978723,412.475106383,35.1638796619,8.0579957447,0.0014036209,0.8432,-0.0106,-0.8788345682
