time,swell_height,z,eastward_velocity,upward_velocity,northward_velocity,moles_of_oxygen_per_unit_mass,density,electrical_conductivity,pressure,practical_salinity,temperature,flubsct,cdomflo,mass_concentration_of_chlorophyll_a,downwelling_photosynthetic_photon_flux
2020-12-12T15:00:00Z,0.54,-212.0,0.1035774279,-0.1286672505,0.085762341,148.366514393,1027.1669297162,43.7312791667,109.9916666667,35.860587126,14.8231791667,9.069888E-4,0.7905,0.0,-0.0398515892
2020-12-12T21:00:00Z,1.12,-410.0,0.0370998059,-0.0030544318,0.0668838766,174.4269226491,1029.383591939,35.5940375,411.38,35.1099279698,7.0250125,0.0011460582,0.82212,-0.01272,0.3796397504
2020-12-13T03:00:00Z,1.31,-182.0,0.0241786339,0.0403620203,-0.0088594969,132.3522780308,1027.8049896806,40.8376604167,181.856875,35.5593483535,12.1890479167,0.0011779432,0.7378,-0.0106,-0.4593431287
2020-12-13T09:00:00Z,1.06,-408.0,-0.0208536711,0.0124448305,0.071112471,179.0820336606,1029.4078567943,35.426675,412.42125,35.1021085758,6.8511208333,0.0010647278,0.8959,-0.0106,0.5893855701
2020-12-13T15:00:00Z,0.99,-258.0,0.0276574388,-0.31165292,-0.034550346,128.8973041072,1028.383634989,38.30038,261.683,35.2747119282,9.81522,8.842093E-4,0.8959,-0.0106,1.0088768096
2020-12-13T21:00:00Z,0.81,-409.0,0.0150349904,-0.1080007911,-0.0459647379,178.5712103456,1029.4061700603,35.4113326531,411.6897959184,35.1013078068,6.8356469388,0.0010014904,0.93806,-0.00212,-0.5012922526
2020-12-14T03:00:00Z,1.24,-191.0,-0.0809010873,0.0644453262,-0.1660689752,131.5083863682,1027.900955744,40.8256291667,202.6516666667,35.5580086189,12.1685375,0.0010198297,0.7905,0.0,-0.2495974089
2020-12-14T09:00:00Z,1.10,-411.0,0.080353909,-0.0607610911,0.1414094576,183.0245301969,1029.4290073021,35.1940104167,411.1708333333,35.0916084384,6.6097666667,0.0015842313,0.8432,0.0212,-0.2495974089
2020-12-14T15:00:00Z,0.91,-247.0,0.2372878449,-0.2652465398,0.0692268267,132.4441098538,1027.7616614015,40.9339744681,174.2138297872,35.5705368271,12.2793829787,0.0010875989,0.7378,0.0106,-0.0398515892
2020-12-14T21:00:00Z,0.96,-412.0,-0.1001258713,0.0070795454,0.0061069277,177.9899927205,1029.4069057379,35.4444708333,412.6233333333,35.1031287227,6.8692875,0.0017378517,0.87482,0.00212,0.2537923785
2020-12-15T03:00:00Z,1.10,-229.0,0.0372034099,0.0078994882,-0.010384226,136.3201607565,1028.5378437346,37.6728375,279.5483333333,35.2313347604,9.1893458333,0.0011417163,0.82212,-0.00636,-0.4173939747
2020-12-15T09:00:00Z,1.37,-411.0,-0.0986819231,-0.0211396135,-0.063244167,184.6563737998,1029.4497868525,35.2159791667,416.19625,35.0926702653,6.6301291667,0.0016745779,0.8432,0.0,-0.8788345682
2020-12-15T15:00:00Z,2.08,-253.0,0.2411419184,-0.1077837923,-0.1369283191,135.83981167,1028.4332825827,37.8723181818,260.6772727273,35.250134238,9.3899636364,0.0010422949,0.7905,0.0,1.0088768096
2020-12-15T21:00:00Z,1.58,-409.0,-0.0923923823,0.0078199335,-0.0191697891,176.2365190973,1029.3917136506,35.5348,411.0879166667,35.1099041231,6.961125,0.001516463,0.8959,-0.00212,0.5474363662
2020-12-16T03:00:00Z,1.38,-227.0,-0.0176390442,0.1029805013,-0.05691889,130.4030248214,1028.3384755772,38.4751791667,252.78625,35.3037650443,9.9732041667,0.0010197382,0.8959,0.0106,0.1698939306
2020-12-16T09:00:00Z,1.06,-408.0,-0.0664889705,-0.0121280614,-0.0552668577,179.1235810213,1029.4109317256,35.3028083333,409.8820833333,35.0969544478,6.7231916667,0.002374794,1.0013,-0.0106,-0.0398515892
2020-12-16T15:00:00Z,1.05,-227.0,-0.1028900193,0.1830641093,-0.0678371887,128.6964987592,1028.2770410682,38.6266916667,242.9435416667,35.3160646612,10.1240208333,8.39049E-4,0.8432,0.0106,1.0088768096
2020-12-16T21:00:00Z,0.94,-408.0,-0.0877307538,-0.002598978,-0.1117439326,176.3010620944,1029.3988067784,35.5587782609,413.4995652174,35.1096852433,6.9861043478,0.0013673998,0.8432,0.00424,1.0508261935
2020-12-17T03:00:00Z,1.21,-132.0,-0.0479987466,0.0032825811,-0.0244396394,136.6986173865,1028.5441225362,37.7944270833,282.5483333333,35.2462781438,9.3012625,0.0013133422,0.7905,0.0954,0.5893855701
2020-12-17T09:00:00Z,2.90,-408.0,-0.1217466856,-0.0422802789,0.0275233096,172.7832677179,1029.3882070561,35.7171416667,415.2466666667,35.1170311111,7.1491333333,0.0014035605,0.7905,-0.0212,-1.0885803379
2020-12-17T15:00:00Z,4.56,-233.0,-0.1159470483,0.0542450452,-0.0587491632,129.8505271567,1028.2972508569,39.003675,253.34125,35.3609287997,10.4670041667,0.0011101116,0.8432,0.0212,-0.4593431287
2020-12-17T21:00:00Z,4.56,-408.0,0.0159130522,-0.0105545841,0.0549895403,179.3019350669,1029.4324338785,35.3632875,416.3375,35.0982688247,6.784325,0.0013448265,0.90644,-0.00212,0.0020974848
2020-12-18T03:00:00Z,4.18,-245.0,-0.0869453278,0.1402831394,-0.2118417612,127.4637439236,1028.1223502528,39.7138541667,229.6835416667,35.4327149011,11.1419395833,9.068512E-4,0.8432,0.0106,-1.0885803379
2020-12-18T09:00:00Z,3.74,-408.0,-0.1399805092,0.0190752878,0.156008578,166.3625653745,1029.3445146909,36.0136222222,413.0827777778,35.1327947347,7.4541833333,0.0015842818,0.7905,0.0106,0.1698939306
2020-12-18T15:00:00Z,3.16,-188.0,-0.0898745928,-0.0195175572,0.0178938788,129.7010920333,1028.3270740457,38.5092244898,251.2571428571,35.305757591,10.0075816327,8.390432E-4,0.9486,0.0106,-0.4593431287
2020-12-18T21:00:00Z,2.75,-410.0,-0.1124413064,0.0632616906,0.0199308175,164.6348259698,1029.334334424,36.0921,413.1341666667,35.1355199574,7.5358875,0.0020721643,0.85374,0.00424,0.0859957527
2020-12-19T03:00:00Z,2.14,-241.0,-0.1487827553,-0.1963476987,-0.0591519647,129.8386395199,1027.9631776451,40.7933540541,214.3562162162,35.5603730075,12.1275891892,8.165422E-4,0.7905,0.0106,-1.2983260577
2020-12-19T09:00:00Z,1.61,-408.0,0.0396990996,-0.0187953202,-0.0413102545,171.1387133718,1029.3718230531,35.7349826087,412.0082608696,35.118583094,7.168426087,0.0013809782,0.8432,0.0106,-0.2495974089
2020-12-19T15:00:00Z,1.46,-248.0,-0.0638276309,0.0488330323,-0.1735770917,133.1284458343,1027.6781940208,41.9022714286,172.5259183673,35.6954792624,13.1338693878,9.746915E-4,0.7378,-0.0106,-0.2495974089
2020-12-19T21:00:00Z,1.70,-408.0,0.036348462,-0.066378615,0.042996737,173.1129190066,1029.388272431,35.5028458333,409.82125,35.107005073,6.9300208333,0.0015481086,0.85374,-0.00212,-0.5432414116
2020-12-20T03:00:00Z,1.40,-156.0,-0.1522082668,-0.011272911,-0.027681051,144.2564003138,1027.2699383921,43.7202666667,129.7183333333,35.8717200757,14.7912458333,9.521584E-4,0.7378,0.0,0.5893855701
2020-12-20T09:00:00Z,1.52,-408.0,0.0701141375,-0.0356572182,0.1207249316,163.8684242293,1029.3293267334,36.0051125,409.6475,35.1319857877,7.4474791667,0.002984711,0.7905,0.0106,-0.8788345682
2020-12-20T15:00:00Z,1.46,-145.0,-0.089124971,-0.09871673,-0.0743809596,136.9010305179,1027.4256649962,42.747,135.7273809524,35.7890790734,13.903302381,0.0010199009,0.7905,0.0212,-1.2983260577
2020-12-20T21:00:00Z,1.58,-408.0,0.0335317977,0.0573564012,-0.1642436339,160.7034823421,1029.3031333866,36.286125,411.1775,35.146328883,7.7345416667,0.0014261439,0.88536,0.00636,0.2537923185
2020-12-21T03:00:00Z,1.45,-249.0,-0.1530244524,-0.0078816467,-0.0099084054,129.4643263588,1027.8585768118,41.00486,194.6398,35.5889916855,12.32302,9.972544E-4,0.7378,-0.0212,-0.2495974089
2020-12-21T09:00:00Z,1.34,-408.0,0.0374450673,0.0571642303,-0.10080802,163.1714672972,1029.3090391257,36.1736458333,409.6516666667,35.1400953939,7.6206791667,0.0014939513,0.8959,0.0106,-0.0398515892
2020-12-21T15:00:00Z,1.28,-109.0,-0.0423559348,-0.0188551736,0.032180734,127.8634956122,1028.0719243395,39.4912636364,213.4,35.4132109214,10.9390090909,8.932935E-4,0.77996,-0.00424,-0.165699071
2020-12-21T21:00:00Z,1.26,-408.0,0.0176988558,0.0066156148,-0.0449499468,160.5425928419,1029.3028339294,36.2849978723,410.9070212766,35.1471355906,7.7326595745,0.0017198082,0.86428,-0.00424,0.4215889143
2020-12-22T03:00:00Z,1.29,-180.0,-0.0580257004,-0.2463885363,-0.0639838608,130.4214570269,1028.2246740386,38.8670923077,234.5230769231,35.3484388439,10.3461384615,9.29407E-4,0.8959,0.0106,-0.0398515892
2020-12-22T09:00:00Z,1.48,-409.0,-0.0827058925,-0.0146247975,-0.0457682122,163.1270200048,1029.3434563748,36.0441,413.775,35.1336290634,7.4858208333,0.0010873607,0.9486,0.0318,-0.8788345682
2020-12-22T15:00:00Z,1.60,-260.0,0.1812222676,-0.0077649561,-0.1415040324,130.4832198338,1027.7995130627,41.4841122449,189.8718367347,35.6506144372,12.7489142857,9.295049E-4,0.7378,0.0212,1.0088768096
2020-12-22T21:00:00Z,1.62,-408.0,-0.0307264668,-0.0243904153,-0.0405774476,171.915068344,1029.3778490295,35.70545625,412.2314583333,35.1188160382,7.1362145833,0.001204799,0.83266,0.00636,0.2118431546
2020-12-23T03:00:00Z,1.76,-201.0,-0.0325152063,-0.0191785663,0.010282275,127.812554679,1028.3243270815,39.261075,264.9870833333,35.3844330437,10.7054645833,9.068354E-4,0.7905,0.0212,-1.2983260577
2020-12-23T09:00:00Z,1.66,-408.0,-0.1079658831,0.0087009285,0.1307298649,171.7125278582,1029.4011168764,35.6869833333,416.7191666667,35.1183588716,7.11455,0.0014035568,0.9486,0.0,-1.2983260577
2020-12-23T15:00:00Z,1.49,-173.0,-0.0044817273,-0.034921193,0.1607896288,127.7057349162,1028.1169446188,40.215325,237.525,35.491371132,11.59525,8.842837E-4,0.8432,0.0106,-0.8788345682
2020-12-23T21:00:00Z,0.76,-409.0,-0.1553646485,-0.0079110682,0.023709807,164.700701566,1029.3546626592,36.0464938776,415.9483673469,35.1353241491,7.4856714286,0.0013268072,0.80104,0.00636,-0.0398517191
2020-12-24T03:00:00Z,0.60,-277.0,-0.177844889,0.0618180232,-0.0218123993,142.8090320985,1027.5325355726,42.527555102,162.6095918367,35.7270611563,13.7366755102,8.843645E-4,0.8959,0.0106,0.3796398503
2020-12-24T09:00:00Z,1.22,-413.0,-0.1619161685,0.0107055715,0.1051578383,167.8055346914,1029.3717160697,35.8966,415.7563265306,35.1281457008,7.3314734694,0.0013922796,0.8432,0.0,-0.0398515892
2020-12-24T15:00:00Z,2.01,-259.0,-0.0759731804,0.0722671186,-0.1556077752,130.2052174579,1028.2338324208,39.3943375,249.605625,35.3900461047,10.845425,7.939035E-4,0.7378,0.0,-1.5080718024
2020-12-24T21:00:00Z,2.38,-408.0,-0.2108231421,0.0148451735,0.1174170883,161.7688274573,1029.3456055281,36.1575,417.1216666667,35.1395319684,7.6003,0.0012906515,0.8959,0.0106,0.1698939306
2020-12-25T03:00:00Z,3.15,-251.0,-0.1910074336,0.0205545956,0.0452646072,128.6789182668,1028.3780575638,38.515925,264.1891666667,35.298363634,10.0160916667,8.390492E-4,0.8432,-0.0212,-0.4593431287
2020-12-25T09:00:00Z,2.82,-406.0,-0.212520403,-0.0152725985,-0.109249039,157.3919750263,1029.322495849,36.3499795918,417.3187755102,35.1482599065,7.7981877551,0.0015504237,0.86955,0.0,-0.0398516392
2020-12-25T15:00:00Z,3.80,-241.0,-0.1013267011,-0.2281743026,-3.268499E-4,131.3558454808,1028.0853597508,40.0553481481,228.4674074074,35.4690289007,11.4577814815,7.939274E-4,0.7378,0.0106,-0.4593431287
2020-12-25T21:00:00Z,3.33,-410.0,-0.157310382,0.0049220612,0.0328560655,171.48156448,1029.3971315334,35.7520653061,417.0689795918,35.1236550336,7.1794163265,0.0015797566,0.88536,-0.00212,-0.3754448658
2020-12-26T03:00:00Z,3.39,-280.0,-0.1888069401,0.0434070442,-0.0626311186,132.8056867699,1028.243122631,38.9131125,240.49625,35.3481359087,10.3917,7.487086E-4,0.8432,-0.0106,-0.2495974089
2020-12-26T09:00:00Z,3.44,-412.0,-0.2516978258,0.0436849029,-0.0514580329,170.9747090248,1029.3913024107,35.798642,417.2684,35.1245319225,7.228706,0.0015842681,0.8432,0.0,-0.0398515892
2020-12-26T15:00:00Z,3.04,-251.0,-0.2206657496,0.0013552902,0.1563497743,131.2211309196,1028.3783532874,38.4453565217,260.8947826087,35.3008148012,9.9411130435,8.84211E-4,0.8432,0.0212,-0.4593431287
2020-12-26T21:00:00Z,2.60,-413.0,-0.189689704,-0.0095334702,-0.0968481516,172.5527739881,1029.4194642979,35.5528958333,416.975,35.1136283446,6.9741833333,0.0019185471,0.82212,0.0,0.2537922985
2020-12-27T03:00:00Z,2.49,-228.0,-0.2096774831,0.0351768057,-0.3380451905,130.9209762515,1028.1142078158,39.6154875,224.6491666667,35.4284137655,11.0468333333,7.939133E-4,0.7378,0.0,0.1698939306
2020-12-27T09:00:00Z,1.81,-410.0,-0.2112963746,0.0089119255,0.066957317,175.3116448819,1029.4176565965,35.5647285714,417.2546938776,35.112335793,6.9881142857,0.0011550877,0.8432,0.0,-0.6690888484
2020-12-27T15:00:00Z,1.24,-249.0,-0.1725636374,-0.0010409126,0.0646286707,130.7244232124,1027.9344861929,40.2161958333,192.1154166667,35.5171477737,11.5902583333,0.0012005109,0.9486,0.0,-1.5080718024
2020-12-27T21:00:00Z,0.77,-410.0,-0.0705188339,-0.0831694336,0.0377944121,168.6103949139,1029.3771397256,35.8155956522,416.6547826087,35.1153483768,7.2563565217,8.840537E-4,0.8959,0.0106,-0.0398515892
2020-12-28T03:00:00Z,0.76,-213.0,-0.0528740856,-0.0089110291,0.2756193182,161.7058907922,1026.9259922306,44.3727625,107.9045833333,35.7737830586,15.5575291667,0.0011103168,0.7378,0.0636,0.1698939306
2020-12-28T09:00:00Z,1.10,-408.0,-0.1626189944,-0.0467581122,0.0990838661,171.2303761384,1029.3700891278,35.707475,411.5077083333,35.1144246243,7.1430729167,9.743984E-4,0.8432,0.0,0.1698939306
2020-12-28T15:00:00Z,1.80,-171.0,-0.0219467784,-0.059473604,0.011889997,133.7755934771,1028.4962833898,37.9741541667,276.5258333333,35.2590757466,9.4807625,0.0010874854,1.054,0.0,-0.2495974089
2020-12-28T21:00:00Z,1.84,-406.0,-0.0678429084,-0.0024877593,0.1145243711,164.7532612136,1029.3554009218,35.9515625,414.91125,35.1245022313,7.3946958333,0.0012454571,0.85374,0.00848,0.1698940706
2020-12-29T03:00:00Z,1.43,-129.0,-0.0059016879,0.1184084584,-0.0172119812,127.3182833989,1028.3651135486,38.7518521739,265.3334782609,35.3251692336,10.235126087,0.0010423403,0.8432,0.0318,1.6381143688
2020-12-29T09:00:00Z,1.42,-406.0,-0.060381258,-0.0094262029,-0.0699467318,166.1578428787,1029.3537242655,35.8926958333,413.1991666667,35.1208241955,7.3357375,0.0010195881,0.8959,0.0,0.5893855701
2020-12-29T15:00:00Z,1.87,-135.0,0.0630655002,0.0392825285,0.1273478595,128.1082563132,1028.4363458328,38.4117066667,274.8386666667,35.2881083981,9.9122333333,0.0010423325,0.7378,0.0,-0.4593431287
2020-12-29T21:00:00Z,2.35,-408.0,-0.124450432,0.0048418051,-0.0845095295,159.9337128127,1029.3122111553,36.19745,412.05375,35.135905335,7.6492625,0.0010286234,0.86428,0.00848,-0.207648255
2020-12-30T03:00:00Z,1.54,-193.0,0.0500258594,0.0134754995,0.0601732652,132.1510371123,1028.2560786089,40.0240166667,262.4595833333,35.4785594489,11.399725,9.520364E-4,0.7905,0.0212,1.2186227294
2020-12-30T09:00:00Z,1.28,-406.0,-0.1782606947,0.052428342,-0.1236775691,159.5600587325,1029.3318645742,36.240075,417.1270833333,35.1395391135,7.689,9.970206E-4,0.7905,0.0212,0.1698939306
2020-12-30T15:00:00Z,0.91,-212.0,0.1180429365,-0.0805557513,0.0740546415,135.6107065588,1027.8226511831,42.3867666667,213.1316666667,35.7578887127,13.5387625,0.0010198792,0.8432,0.0,-0.6690888484
2020-12-30T21:00:00Z,1.09,-407.0,-0.0903301017,0.0075735446,0.011383076,150.7574409986,1029.2645003684,36.8096166667,416.9033333333,35.1719268036,8.2666166667,0.0011416173,0.82212,0.01272,0.3796398503
2020-12-31T03:00:00Z,1.98,-233.0,0.1377545199,0.0880739613,0.1323878581,128.5025882713,1028.207798396,40.4943,262.0995833333,35.5264680421,11.834275,0.0010739263,0.7905,0.00424,0.3796397504
2020-12-31T09:00:00Z,2.05,-410.0,-0.0929012105,0.0676331158,0.0141440818,150.1029640428,1029.2623886378,36.8255291667,416.8791666667,35.1727199641,8.2828208333,0.0010422333,0.7905,0.0,0.3796398503
2020-12-31T15:00:00Z,1.35,-188.0,0.1403559598,-0.2962949761,0.0739605531,129.142358747,1028.288867866,40.1504958333,275.4645833333,35.4769593264,11.5259,8.842842E-4,0.8432,0.0,-1.0885803379
2020-12-31T21:00:00Z,1.29,-409.0,-0.0588993731,0.1195432856,0.025409251,146.5644962325,1029.2212191195,36.99466,412.5892,35.1810818028,8.45686,0.0010874213,0.8432,-0.00636,0.3376906464
2021-01-01T03:00:00Z,0.99,-263.0,0.1667407452,0.0153094262,0.0763555159,134.4215056386,1027.9342621382,41.50576,224.388,35.6325396442,12.77428,9.295064E-4,0.7905,-0.0106,-0.4593431287
2021-01-01T09:00:00Z,1.01,-413.0,0.113088841,0.0125750984,0.0694745388,146.1395313308,1029.2237706249,36.9451469388,411.6773469388,35.1790894646,8.4065183673,0.0011325962,0.7905,0.0318,-0.8788345682
2021-01-01T15:00:00Z,0.63,-236.0,0.1914826509,0.0690016387,0.0393023041,134.2728073223,1027.9932957254,41.423804,235.0958,35.6258145788,12.69306,9.069121E-4,0.9486,0.0106,-0.6690888484
2021-01-01T21:00:00Z,0.59,-412.0,-0.0631751894,-0.0214565964,0.0249288273,139.8893902509,1029.1904352939,37.3565391304,415.8839130435,35.199898119,8.8212913043,0.0011326267,0.83266,0.00636,-0.0398516292
2021-01-02T03:00:00Z,0.51,-161.0,0.1457254997,0.0108187099,0.1151010685,138.8221638434,1027.971817783,42.0478095238,243.6080952381,35.6966100185,13.2477095238,9.069326E-4,0.7378,-0.0106,0.5893855701
2021-01-02T09:00:00Z,1.06,-412.0,0.1019981979,0.0016205395,0.0753324274,137.8472490983,1029.1685652262,37.6167530612,417.1608163265,35.2197267626,9.0765693878,0.0013133299,0.8432,0.0,0.1698939306
2021-01-02T15:00:00Z,2.36,-248.0,0.5304149661,-0.0088922244,0.1856610856,219.6575625121,1026.3554599621,45.3479833333,63.655,35.6316396044,16.7024375,0.0014265908,0.6851,0.4028,3.1063340071
2021-01-02T21:00:00Z,2.20,-414.0,0.4760573386,-0.0320481623,0.0926640533,212.7801603201,1026.3912550362,46.80274375,56.1533333333,36.0309390186,17.6845229167,0.0011329432,0.7378,0.1378,0.1698939306
2021-01-03T03:00:00Z,2.06,-262.0,0.6103362484,0.0852468378,0.1585373453,189.534091917,1027.022379215,47.5504291667,156.2629166667,36.3769101146,17.9763666667,0.0010312722,0.60605,0.0477,-0.144724599
2021-01-03T09:00:00Z,1.94,-414.0,0.2744426683,-0.0261739927,-0.1781856111,129.0886579233,1029.0301529896,38.9016125,414.5266666667,35.3366273013,10.3101791667,9.745766E-4,0.8432,0.0,0.5893855701
2021-01-03T15:00:00Z,1.29,-227.0,0.5712535532,0.0264181908,0.1505447789,221.3212991087,1026.3533927239,45.039808,58.773,35.5811904912,16.4558,0.00150564,0.7378,0.4346,-0.144724599
2021-01-03T21:00:00Z,1.26,-413.0,0.3066319289,0.0269588108,-0.0397131545,129.4626138784,1028.7982243503,39.588666,377.098,35.410502457,10.966768,9.655718E-4,0.81158,0.00424,-0.7949363003
2021-01-04T03:00:00Z,1.34,-239.0,0.5836114571,0.1073531174,0.3386842187,184.1136330575,1027.147709628,48.4173921053,183.1794736842,36.5825796661,18.5659315789,9.409197E-4,0.5797,0.0,-0.4593431287
2021-01-04T09:00:00Z,1.81,-414.0,0.1629992905,-0.0105822466,0.1220001942,129.1987700961,1028.9667267199,39.325872,409.546,35.3789644311,10.711308,9.294188E-4,0.7905,-0.0106,-0.4593431287
2021-01-04T15:00:00Z,2.11,-259.0,0.441580364,0.0395219967,0.412311099,214.6622484425,1026.9803377574,46.4958434783,166.9017391304,36.0480385134,17.3176173913,0.0012006902,0.6324,0.2438,1.4283684491
2021-01-04T21:00:00Z,2.30,-413.0,0.1339177027,-0.0458285437,0.0545135865,129.9890881451,1029.0404194985,38.7828916667,414.6933333333,35.3230490391,10.1999020833,9.158445E-4,0.77996,0.01484,-0.4593431287
2021-01-05T03:00:00Z,2.72,-223.0,0.3529371623,0.0625242912,0.1638727169,165.5402611465,1027.1116717852,45.7829204082,177.1995918367,35.9671973406,16.7057081633,0.0010425691,0.7378,0.0424,1.0088768096
2021-01-05T09:00:00Z,3.74,-414.0,-0.0195549079,-0.0860846184,0.0157265439,132.4732399409,1029.1039348882,38.2253625,416.6383333333,35.2710279091,9.6671666667,9.519625E-4,0.7905,0.0,0.3796398503
2021-01-05T15:00:00Z,3.66,-191.0,0.1991046833,-0.1533191382,0.1206942978,158.4259509131,1027.3759872466,45.0298816327,193.4953061224,35.9826739648,15.9403020408,9.521898E-4,0.7905,0.0212,0.7991312898
2021-01-05T21:00:00Z,3.88,-413.0,-0.0071898333,-0.1374896235,0.0440443375,134.2857045624,1029.1072925193,38.0140244898,412.5506122449,35.2533432294,9.4644530612,9.022578E-4,0.85374,0.00212,-0.165699051
2021-01-06T03:00:00Z,3.61,-107.0,0.188484778,-0.1578236643,0.1296420436,153.9227028694,1027.108698627,45.2000020408,161.9893877551,35.8988211598,16.2146367347,0.0010651425,0.7905,0.053,-0.0398515892
2021-01-06T09:00:00Z,3.56,-408.0,-0.0462472789,-0.2219412061,0.0722828409,139.9574945262,1029.1676881075,37.528844,414.218,35.216370755,8.988218,9.519286E-4,0.8959,0.0,0.5893855701
2021-01-06T15:00:00Z,3.05,-274.0,0.0992929902,-0.1979568639,0.0664345499,128.8005395778,1027.5763347876,44.364325,198.1941666667,36.0100736375,15.2503,0.0011734685,0.76942,0.00636,-0.3334957068
2021-01-06T21:00:00Z,2.84,-411.0,-0.0603178563,-0.0054859336,0.1593975809,140.0205090313,1029.1787237018,37.497022449,415.9673469388,35.2135495459,8.9565122449,0.0010287336,0.80104,0.00636,-0.5851905905
2021-01-07T03:00:00Z,2.42,-263.0,0.0068231489,-0.124904407,-0.027159708,140.9754354684,1027.6833642152,43.2211875,208.4308333333,35.8196851384,14.3133833333,0.0012231911,0.7905,-0.0212,0.1698939306
2021-01-07T09:00:00Z,1.96,-410.0,0.0650729084,-0.1366416108,0.1578735161,137.3052436166,1029.1522779322,37.7682612245,416.4893877551,35.2346069066,9.2221163265,0.0011552238,0.8959,0.0106,0.5893855701
2021-01-07T15:00:00Z,1.98,-273.0,0.109520111,-0.2046673536,0.124541198,159.4782168184,1027.2875530603,44.8045833333,179.005,35.9097140969,15.8044777778,0.0017653458,0.6851,0.0212,-0.6690888484
2021-01-07T21:00:00Z,1.74,-408.0,-0.0436119757,0.0210862434,0.1726539205,139.1818430702,1029.1506559314,37.5759916667,411.746875,35.2192664397,9.0364145833,0.0011552244,0.86428,0.01696,-0.4593431087
2021-01-08T03:00:00Z,1.65,-260.0,0.0526642489,-0.047755713,0.0147785879,156.4321420152,1027.3194759515,44.3833583333,171.41875,35.8807091186,15.4223541667,0.0011913967,0.80104,0.01696,-0.3334956768
2021-01-08T09:00:00Z,1.28,-414.0,-0.1248962093,-0.0998563749,0.161738289,149.8478857399,1029.2271632892,36.9123285714,410.7451020408,35.1811768726,8.3698714286,0.001765039,0.8432,-0.0106,0.1698939306
2021-01-08T15:00:00Z,1.09,-211.0,-0.1485511898,-0.0705282006,0.1699955115,201.6337615367,1026.659086816,44.6740530612,118.2106122449,35.5350069781,16.1174367347,0.0013136392,0.6851,0.053,0.5893855701
2021-01-08T21:00:00Z,0.77,-413.0,-0.1885899089,0.0045933752,-3.106321E-4,149.7293957929,1029.2163849422,37.0142081633,410.1455102041,35.1914371831,8.4684428571,0.0016927639,0.87482,0.00848,-0.5851905305
2021-01-09T03:00:00Z,1.54,-260.0,-0.1112310221,-0.0713310868,0.1909709708,208.4239587112,1026.6732107437,43.990494,123.9554,35.3700971473,15.615528,0.0014039886,0.6851,0.1696,2.0576054084
2021-01-09T09:00:00Z,1.48,-413.0,-0.1559523138,0.0082984417,0.1742907203,148.5784524821,1029.2202608188,37.0554571429,412.1755102041,35.1932972432,8.5095408163,0.001945742,0.7905,0.0106,-0.4593431287
2021-01-09T15:00:00Z,1.45,-273.0,-0.1302712532,-0.0404032047,0.0516591848,134.6981019343,1027.8003710491,42.6967791667,217.0627083333,35.7840713908,13.8213125,0.001336113,0.7905,-0.0106,-0.4593431287
2021-01-09T21:00:00Z,1.47,-409.0,-0.0920346608,-0.1244786186,0.0360675251,146.0930321609,1029.2184912856,37.1527708333,414.3625,35.1988456656,8.6064958333,0.0020451517,0.81158,0.01696,-0.2495974089
2021-01-10T03:00:00Z,1.95,-223.0,-0.0743861093,-0.2064093392,-0.002347035,141.732848689,1027.66963124,42.6636208333,203.2654166667,35.7088806454,13.8749041667,0.0030075976,0.7905,0.0212,0.7991312898
2021-01-10T09:00:00Z,1.80,-408.0,-0.0488153597,0.0129857975,0.0323710347,152.5509367174,1029.2596953447,36.6927145833,411.83,35.1702246133,8.1458625,0.0019457241,0.9486,0.0106,-0.4593431287
2021-01-10T15:00:00Z,1.82,-233.0,0.0099101887,-0.1402832553,-0.0106466066,153.0040884205,1027.4607935829,41.9667833333,172.5741666667,35.4903609776,13.418525,0.0020363361,0.7905,0.0318,0.1698939306
2021-01-10T21:00:00Z,1.27,-412.0,0.1119788472,0.0135174401,-0.2235105542,157.1339293769,1029.2873130003,36.3961795918,410.6885714286,35.151574698,7.8476061224,0.0019547475,0.8432,0.00636,-0.3334957068
2021-01-11T03:00:00Z,1.28,-242.0,-0.1062499492,-0.0219492345,0.0944261083,187.6559438759,1026.8193448974,41.9984458333,124.7991666667,35.0728158103,13.925475,0.0027140253,0.7905,0.0954,-1.0885803379
2021-01-11T09:00:00Z,1.12,-414.0,-0.0631570575,0.0552715453,0.0258144527,160.6938448026,1029.3040087792,36.2678795918,410.8710204082,35.1455116154,7.7159163265,0.0024652105,0.8959,0.0318,1.2186227294
2021-01-11T15:00:00Z,0.95,-63.0,0.0149879492,0.0505859818,0.0999278323,184.4637112458,1026.7554280089,43.2356217391,109.127826087,35.3494101669,14.8855478261,0.0020816033,0.7378,0.0636,-0.0398515892
2021-01-11T21:00:00Z,0.93,-56.0,0.0654990084,-0.0508488683,0.0488849232,154.8098400538,1029.2736931331,36.5246541667,411.3808333333,35.1568260103,7.9796833333,0.0024065026,0.85374,0.03816,0.1698941106
2021-01-12T03:00:00Z,0.73,-155.0,-0.0221198816,0.0127758313,0.1446476372,219.7920703572,1026.5718231048,43.7401125,95.275,35.3420420124,15.4080875,0.0026821986,0.74834,0.34132,0.2537923585
2021-01-12T09:00:00Z,0.72,-411.0,0.1942920914,-0.2476264757,0.074388097,156.8354612763,1029.2823378412,36.4377375,410.9370833333,35.1525291498,7.8910791667,0.0022393461,0.8432,0.0212,-0.4593431287
